ID	默认阵营	类型	描述	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	联机动态属性ID
42003004	4001	3	水莹—水球	Cicin_WaterBall	1						Default_Item	
42004001	4001	3	无相之雷—弹幕子弹	Effigy_ElectricBarrage	1						Default_Item	
42004002	4001	3	无相之雷—远程攻击子弹	Effigy_ElectricBullet	1						Default_Item	
42004003	4001	19	无相之雷—弹幕发射器	Effigy_ElectricBarrageEmitter							Default_Item	
42004004	4001	19	无相之雷—大招中心点	Effigy_ElectricDefenceCentre							Default_Item	
42004005	4001	19	无相之雷—大招组件	Effigy_ElectricDefencePart							Default_Item	
42004006	4001	19	无相之雷—初始位置	Effigy_InitialPos							Default_Item	
42004007	4001	19	无相之雷—大招电网	Effigy_DefencePartCurrent							Default_Item	
42004008	4001	19	无相之雷—大招落雷	Effigy_ThunderDrop							Default_Item	
42004009	4001	19	无相之雷—激光炮	Effigy_AreaAtkLaser							Default_Item	
42004010	4001	19	无相之雷—复活碎片	Effigy_RebornPart							Default_Item	
42004011	4001	3	无相之雷—创建复活碎片子弹	Effigy_CreateRebornPart	1						Default_Item	
42004012	4001	19	无相之雷—冲刺位置	Effigy_RushPos							Default_Item	
42004013	5005	19	无相之雷（活动）—感电物体	Effigy_Electric_Elite_Pile							Default_Item	
42004014	4001	3	无相之雷（活动）—电荷子弹（追物件）	Effigy_Electric_Elite_ChargeBullet	1						Default_Item	
42004015	4001	3	无相之雷（活动）—远程攻击子弹	Effigy_Electric_Elite_ElectricBullet	1						Default_Item	
42004016	4001	19	无相之雷（活动）—复活碎片（小）	Effigy_Electric_Elite_RebornPartSmall							Default_Item	
42004017	4001	19	无相之雷（活动）—复活碎片（中）	Effigy_Electric_Elite_RebornPartNorm							Default_Item	
42004018	4001	19	无相之雷（活动）—复活碎片（大）	Effigy_Electric_Elite_RebornPartBig							Default_Item	
42004019	4001	3	无相之雷（活动）—电荷子弹（追玩家）	Effigy_Electric_Elite_ChargeBullet2Avatar	1						Default_Item	
42004020	4001	3	无相之雷（活动）—远程弹特效子弹	Effigy_Electric_Elite_EffectElectricBullet	1						Default_Item	
42004101	4001	3	无相之风—坠落子弹	Effigy_WindFall	1						Default_Item	
42004102	4001	19	无相之风—坠落子弹位置	Effigy_WindFallPosition							Default_Item	
42004103	1001	23	无相之风—气流场	Effigy_AirFlow							Default_Item	
42004104	4001	19	无相之风—龙卷风生成器	Effigy_TornadoEmitter							Default_Item	
42004105	4001	3	无相之风—静止能量球-风	Effigy_StaticElementBall_Wind							Default_Item	
42004106	4001	3	无相之风—静止能量球-火	Effigy_StaticElementBall_Fire							Default_Item	
42004107	4001	3	无相之风—静止能量球-雷	Effigy_StaticElementBall_Electric							Default_Item	
42004108	4001	3	无相之风—静止能量球-水	Effigy_StaticElementBall_Water							Default_Item	
42004109	4001	3	无相之风—静止能量球-冰	Effigy_StaticElementBall_Ice							Default_Item	
42004110	4001	3	无相之风—移动能量球-风	Effigy_ElementBall_Wind	1						Default_Item	
42004111	4001	3	无相之风—移动能量球-火	Effigy_ElementBall_Fire	1						Default_Item	
42004112	4001	3	无相之风—移动能量球-雷	Effigy_ElementBall_Electric	1						Default_Item	
42004113	4001	3	无相之风—移动能量球-水	Effigy_ElementBall_Water	1						Default_Item	
42004114	4001	3	无相之风—移动能量球-冰	Effigy_ElementBall_Ice	1						Default_Item	
42004115	4001	19	无相之风—空气炮发射器	Effigy_AirGunCentre							Default_Item	
42004116	4001	3	无相之风—空气炮特效子弹	Effigy_EffectAirGun	1						Default_Item	
42004117	4001	3	无相之风—空气炮子弹	Effigy_AirGun	1						Default_Item	
42004118	4001	3	无相之风—移动龙卷风	Effigy_Tornado	1						Default_Item	
42004119	4001	3	无相之风—重生移动能量球-风	Effigy_ElementBall_Wind_Reborn	1						Default_Item	
42004120	4001	19	无相之风—重生风场	Effigy_AirFlow_Reborn							Default_Item	
42004121	4001	3	无相之风—重生静止能量球-风	Effigy_StaticElementBall_Wind_Reborn							Default_Item	
42004122	4001	3	无相之风—风刃	Effigy_WindBlade	1						Default_Item	
42004123	4001	19	无相之风—风刃位置	Effigy_WindBladePos							Default_Item	
42004124	4001	3	无相之风—小型风刃	Effigy_AirBlade	1						Default_Item	
42004125	4001	19	无相之风—能量吸取位置	Effigy_EnergyAbsorbPos							Default_Item	
42004126	4001	3	无相之风（活动）—小型风刃	Effigy_Wind_Elite_AirBlade	1						Default_Item	
42004127	4001	3	无相之风（活动）—空气炮特效子弹	Effigy_Wind_Elite_EffectAirGun	1						Default_Item	
42004128	4001	3	无相之风（活动）—空气炮子弹	Effigy_Wind_Elite_AirGun	1						Default_Item	
42004129	4001	3	无相之风（活动）—空气炮特效AOE子弹	Effigy_Wind_Elite_EffectAirGunAOE	1						Default_Item	
42004130	4001	3	无相之风（活动）—空气炮AOE子弹	Effigy_Wind_Elite_AirGunAOE	1						Default_Item	
42004131	4001	3	无相之风（活动）—坠落子弹	Effigy_Wind_Elite_WindFall	1						Default_Item	
42004132	4001	19	无相之风（活动）—风场物件	Effigy_Wind_Elite_WindFallPile							Default_Item	
42004133	4001	3	无相之风（活动）—重生动态能量球	Effigy_Wind_Elite_DynamicElementBall_Reborn	1						Default_Item	
42004134	4001	3	无相之风（活动）—移动龙卷风	Effigy_Wind_Elite_Tornado	1						Default_Item	
42004135	4001	19	无相之风（活动）—坠落子弹位置	Effigy_Wind_Elite_WindFallPosition							Default_Item	
42004136	1001	23	无相之风（活动）—气流场	Effigy_Wind_Elite_AirFlow							Default_Item	
42004201	4001	19	无相之岩—岩柱	Effigy_StonePillar		1			1		Default_Item	1
42004202	4001	19	无相之岩—岩晶体	Effigy_RockHeart							Default_Item	
42004203	4001	3	无相之岩—远程攻击子弹	Effigy_StoneBall	1						Default_Item	
42004204	4001	3	无相之岩—坠落石头子弹	Effigy_RockFall	1						Default_Item	
42004205	1001	19	无相之岩—岩晶体护盾	Effigy_RockShield		1					Default_Item	
42004206	4001	3	无相之岩—地刺	Effigy_Spike	1						Default_Item	
42004207	4001	19	无相之岩—地刺伤害区域	Effigy_SpikeDamage							Default_Item	
42004208	4001	3	无相之岩—裂地波	Effigy_ChargeAtkWave	1						Default_Item	
42004209	4001	3	无相之岩—石头弹特效子弹	Effigy_EffectStoneBall	1						Default_Item	
42004210	4001	3	无相之岩—激光	Effigy_RockLaser	1						Default_Item	
42004211	4001	19	无相之岩—落石区域	Effigy_RockFallZone							Default_Item	
42004212	4001	19	无相之岩—复活岩柱	Effigy_RebornPillar		1			1		Default_Item	
42004213	4001	19	无相之岩（活动）—结晶球生成器	Effigy_Rock_Elite_ShieldCreate							Default_Item	
42004214	1001	19	无相之岩（活动）—岩晶体护盾（抵挡全部伤害）	Effigy_Rock_Elite_RockShield		1					Default_Item	
42004215	4001	3	无相之岩（活动）-岩种子发射器	Effigy_Rock_Elite_CrystalSeed_Trigger	1						Default_Item	
42004216	4001	3	无相之岩（活动）-远距离岩种子发射器	Effigy_Rock_Elite_CrystalSeed_TriggerSpecial	1						Default_Item	
42004217	4001	19	无相之岩（活动）-岩种子	Effigy_Rock_Elite_CrystalSeed							Default_Item	
42004218	4001	19	无相之岩（活动）—初始位置	Effigy_Rock_Elite_InitialPos							Default_Item	
42004219	4001	19	无相之岩（活动）—岩石子物件	Effigy_Rock_Elite_StoneStormPile							Default_Item	
42004220	4001	3	无相之岩（活动）—远程攻击子弹	Effigy_Rock_Elite_StoneBall	1						Default_Item	
42004221	4001	3	无相之岩（活动）—特效子弹	Effigy_Rock_Elite_StoneStormBullet	1						Default_Item	
42004222	4001	3	无相之岩（活动）—打石柱能量子弹	Effigy_Rock_Elite_StoneBallEnergyBullet	1						Default_Item	
42004223	4001	3	无相之岩（活动）—地刺	Effigy_Rock_Elite_Spike	1						Default_Item	
42004224	4001	3	无相之岩（活动）—强化地刺	Effigy_Rock_Elite_SpikeLast	1						Default_Item	
42004225	4001	19	无相之岩（活动）—带持续伤害的结晶球生成器	Effigy_Rock_Elite_ShieldCreateSpecial							Default_Item	
42005001	4001	3	纯水之鹤—远程攻击子弹	Crane_WaterWave	1						Default_Item	
42005002	4001	3	纯水之蟹—远程攻击子弹	Crab_WaterBubble	1						Default_Item	
42005003	4001	3	纯水之雀—远程攻击子弹	Tit_WaterBubble	1						Default_Item	
42005004	4001	19	纯水精灵-移动平台	Oceanid_PlatForm							Default_Item	
42005005	4001	19	纯水精灵-移动锚点	Oceanid_MoveAnchor					1		Default_Item	
42005006	4001	3	纯水之蛙—远程攻击水浪	Frog_WaterWave	1						Default_Item	
42005007	4001	19	纯水之蛙—自爆体	Frog_DeathExplode							Default_Item	
42005008	4001	3	纯水精灵—召唤子弹	Oceanid_SummonBullet	1				1		Default_Item	
42005009	4001	19	纯水精灵-血量控制器	Oceanid_HpController					1	OceanidRegionChecker	Default_Item	
42005010	4001	19	纯水精灵-出生点特效	Oceanid_BornAnchor					1		Default_Item	
42005011	4001	3	纯水野猪扔水球	Oceanid_Boar_WaterBall	1	1					Default_Item	
42005012	4001	3	纯水激光伤害	Oceanid_WaterLaser_Damage	1						Default_Item	
42005013	4001	3	纯水激光跟踪gadget	Oceanid_WaterLaser_ChasingTarget	1						Default_Item	
42005014	1001	19	纯水精灵 水流电梯底座	Oceanid_Elevator_Buttom		1					Default_Item	
42005015	1001	32	纯水精灵 水流电梯	Oceanid_Elevator	1	1					Default_Item	
42005016	4001	19	纯水精灵追加水柱攻击	Oceanid_SmashAddAttack							Default_Item	
42005017	4001	3	纯水精灵延迟水球	Oceanid_DelayWaterBall	1						Default_Item	
42005018	4001	3	纯水精灵追踪水球	Oceanid_TraceWaterBall	1						Default_Item	
42005019	4001	19	纯水精灵平台伤害	Oceanid_PlatformDamage							Default_Item	
42005020	4001	3	纯水螃蟹大泡泡	Oceanid_Crab_Bubble	1						Default_Item	
42005021	4001	3	纯水精灵延迟水球生成器	Oceanid_DelayWaterBall_Trigger							Default_Item	
42005022	4001	3	纯水松鼠水波	Oceanid_Squirrel_WaterWave	1						Default_Item	
42005023	4001	19	纯水必杀空阻碍物	Oceanid_MustKill_Empty							Default_Item	
42005024	4001	3	纯水水流激光锁定子弹	Oceanid_WaterLaser_LockTarget	1						Default_Item	
42101001	4001	19	怪物扔的棒子	Test_ThrowClub	1						Default_Item	
42101002	4001	3	荆棘藤蔓	PlantThorns	1						Default_Item	
42101003	4001	3	丘丘人火箭	Hili_Fire_Arrow	1	1					Default_Item	
42101004	4001	19	怪物扔的棒子	Test_ThrowClubFire	1						Default_Item	
42101005	4001	19	围困藤蔓(碰撞）	PlantGrasping							Default_Item	
42101006	4001	3	怪的箭	Test_Monster_Arrow	1	1					Default_Item	
42101007	4001	3	史莱姆火球	Slime_FireBall	1	1					Default_Item	
42101008	4001	19	围困藤蔓(区域）	PlantGrasping_Field							Default_Item	
42101009	4001	3	丘丘人丢石子	Hili_PebbleBullet	1						Default_Item	
42101010	4001	3	丘丘人冰箭	Hili_Ice_Arrow	1	1					Default_Item	
42101011	4001	3	丘丘人电箭	Hili_Electric_Arrow	1	1					Default_Item	
42101012	4001	3	火丘丘扔的史莱姆	Hili_Fire_SlimeThrow			1				Default_Item	
42101013	4001	19	丘丘人休闲状态武器生成物	Gadget_WoodenClub_01							Default_Item	
42101014	4001	19	丘丘人休闲状态武器生成物	Gadget_Shield_01							Default_Item	
42101015	4001	19	丘丘人休闲状态武器生成物	Gadget_Crossbow_01							Default_Item	
42101016	4001	19	暴徒休闲状态武器生成物	Gadget_Shield_02							Default_Item	
42101017	4001	19	暴徒休闲状态武器生成物	Gadget_Axe_01							Default_Item	
42101018	4001	19	丘丘人多重箭逻辑目标	Hili_MultiRange_Target							Default_Item	
42101019	4001	3	冰弹丘丘扔的冰史莱姆	Hili_Ice_SlimeThrow			1				Default_Item	
42101020	4001	3	大伟丘丘人丢的杂物件01	Hili_Wei_NoWeapon_ThrowAttack_Bullet01	1						Default_Item	
42101021	4001	3	大伟丘丘人丢的杂物件02	Hili_Wei_NoWeapon_ThrowAttack_Bullet02	1						Default_Item	
42101022	4001	3	大伟丘丘人丢的杂物件03	Hili_Wei_NoWeapon_ThrowAttack_Bullet03	1						Default_Item	
42101023	4001	3	大伟丘丘人丢的大物件01	Hili_Wei_NoWeapon_ThrowBomb_Bullet01			1				Default_Item	
42101024	4001	3	大伟丘丘人丢的大物件02	Hili_Wei_NoWeapon_ThrowBomb_Bullet02			1				Default_Item	
42101025	4001	3	大伟丘丘人丢的大物件03	Hili_Wei_NoWeapon_ThrowBomb_Bullet03			1				Default_Item	
42102001	4001	3	火斧暴徒-横波	Brute_Axe_FireWave01	1						Default_Item	
42102002	4001	3	火斧暴徒-纵波	Brute_Axe_FireWave02	1						Default_Item	
42102003	4001	3	火斧暴徒-火史莱姆-着	Brute_Axe_FireSlime_Fire	1	1					Default_Item	
42102004	4001	3	火斧暴徒-火史莱姆-灭	Brute_Axe_FireSlime_None	1	1					Default_Item	
42102005	4001	3	巨盾暴徒-草史莱姆	Brute_Shield_GrassSlime	1	1					Default_Item	
42102006	4001	3	岩盾暴徒-岩史莱姆	Brute_Shield_RockSlime	1	1					Default_Item	
42102007	4001	3	岩暴徒捶地地裂波	Brute_RockWave	1	1					Default_Item	
42102008	4001	3	岩暴徒捶地地裂波最后一下	Brute_RockWaveFinal	1	1					Default_Item	
42102009	4001	3	岩暴徒投掷的大型岩史莱姆	Brute_Rock_BigSlime	1	1					Default_Item	
42102010	4001	3	岩暴徒投掷的小岩史莱姆	Brute_Rock_SmallSlime	1	1					Default_Item	
42102011	4001	3	冰暴徒扔的大型冰史莱姆	Brute_Ice_BigSlime	1	1					Default_Item	
42102012	4001	3	冰暴徒扔的小型冰史莱姆	Brute_Ice_SmallSlime	1	1					Default_Item	
42102013	4001	19	冰暴徒减速区域	Brute_Ice_IceArea							Default_Item	
42102014	4001	3	冰暴徒铁山靠追击子弹	Brute_Ice_IceSpear	1						Default_Item	
42102015	4001	3	霜恺王地雷结晶	Brute_Ice_Crystal							Default_Item	
42103002	4001	18	丘丘水萨满-群疗区域	Shaman_HealRain_Field							Default_Item	
42103003	4001	19	丘丘草萨满-范围草	Shaman_GrassField							Default_Item	
42103004	4001	19	丘丘草萨满-荆棘墙	Shaman_GrassWall							Default_Item	
42103005	4001	3	丘丘萨满-环绕子弹测试	Shaman_Tornado	1						Default_Item	
42103006	4001	19	丘丘萨满-子弹环绕点	Shaman_Tornado_Position	1						Default_Item	
42103007	4001	19	丘丘水萨满-水球落点	Shaman_Torrent_Area							Default_Item	
42103009	4001	19	丘丘萨满-风场	Shaman_WindZone_Position	1						Default_Item	
42103011	4001	19	丘丘萨满-石柱	Shaman_RockPillar							Default_Item	
42103012	4001	19	丘丘萨满-旋风中间点	Shaman_Tornado_Mid_Position							Default_Item	
42103013	4001	3	丘丘萨满-二阶段旋风	Shaman_Tornado_Stage2	1						Default_Item	
42103014	4001	19	丘丘冰萨满减速区域	Shaman_Ice_SlowDownArea							Default_Item	
42103015	4001	19	丘丘冰萨满柱子	Shaman_IcePillar							Default_Item	
42201001	4001	3	深渊巫师-水球	Abyss_WaterBall	1						Default_Item	
42201002	4001	3	深渊巫师-气泡投射物	Abyss_Bubble_Missile	1						Default_Item	
42201003	4001	19	深渊巫师-火焰能量环绕	Abyss_FireEnergy_Surround							Default_Item	
42201004	4001	3	深渊巫师-水球静止物	Abyss_WaterBall_Gather	1						Default_Item	
42201005	4001	3	深渊巫师-气泡静止物	Abyss_Bubble_Gather	1						Default_Item	
42201006	4001	3	深渊巫师-火旋风	Abyss_Cyclone	1						Default_Item	
42201007	4001	19	深渊巫师-地火	Abyss_Impulse							Default_Item	
42201008	4001	18	深渊巫师-地火区域	Abyss_ImpulseArea							Default_Item	
42201009	4001	3	深渊巫师-冰箭	Abyss_IceCone_01	1						Default_Item	
42201010	4001	3	深渊巫师-冰锥	Abyss_IceCone_03	1						Default_Item	
42201011	4001	19	深渊巫师-冰锥区域	Abyss_IceCone_Area							Default_Item	
42201013	4001	3	深渊巫师-冰锥坏绕	Abyss_IceCone_Gather_02	1						Default_Item	
42201015	4001	3	深渊巫师-冰锥坏绕	Abyss_IceCone_Gather_04	1						Default_Item	
42201016	4001	3	深渊巫师-静止气泡	Abyss_Bubble_Still							Default_Item	
42201017	4001	19	深渊巫师-残留冰雾	Abyss_IceCone_IceFog							Default_Item	
42202001	4001	3	深渊使徒-剑气	Invoker_Herald_Water_SlashAtk_Bullet	1						Default_Item	
42202002	4001	3	深渊使徒-十字斩	Invoker_Herald_Water_ChargeAtk01_Bullet	1						Default_Item	
42202003	4001	3	深渊使徒-乱舞	Invoker_Herald_Water_ChargeAtk02_Bullet	1						Default_Item	
42301001	4001	19	先遣队双手杖护盾	SkillObj_Skirmisher_Shield							Default_Item	
42301002	4001	3	先遣队双手杖岩晶子弹	Skirmisher_Rock_Bullet	1						Default_Item	
42301003	4001	3	先遣队双手杖岩晶子弹强化版	Skirmisher_Rock_BulletPower	1						Default_Item	
42301004	4001	3	先遣队-胖男-水-水弹	Skirmisher_Fat_SprayGun_Water_DamageWave	1						Default_Item	
42301005	4001	3	先遣队-胖男-水-治疗波	Skirmisher_Fat_SprayGun_Water_HealingWave	1						Default_Item	
42301006	4001	3	先遣队-胖男-水-治疗波	Skirmisher_Fat_SprayGun_Water_ImprovedHealingWave	1						Default_Item	
42301007	4001	3	先遣队-标准-火枪-普通射击	Skirmisher_Rifle_Fire_NormalBullet	1						Default_Item	
42301008	4001	3	先遣队-标准-火枪-强化射击	Skirmisher_Rifle_Fire_ImproveBullet	1						Default_Item	
42301009	4001	3	先遣队-标准-火枪-爆裂射击	Skirmisher_Rifle_Fire_BurstBullet	1						Default_Item	
42303001	4001	19	召唤师—闪电攻击	Fatuus_Summoner_ElectricField							Default_Item	
42303002	4001	19	债务处理人—初始火焰镜像	Fatuus_Fire_01_Stage1Mirror		1					Default_Item	
42303003	4001	19	召唤师—休闲动作空物件	Fatuus_Summoner_LifeSkill							Default_Item	
42303004	4001	3	债务处理人—残像跟随空物件	Fatuus_Fire_01_EchoBullet	1						Default_Item	
42303005	4001	3	债务处理人—跟随自身的子弹	Fatuus_Fire_01_FollowHitBox1	1						Default_Item	
42303006	4001	3	债务处理人—跟随自身的子弹	Fatuus_Fire_01_FollowHitBox2	1						Default_Item	
42303007	4001	3	债务处理人残像发射的子弹	Fatuus_Fire_01_MirrorBullet	1						Default_Item	
42303008	4001	19	债务处理人—火焰镜像	Fatuus_Fire_01_Stage2MidGadget							Default_Item	
42303009	4001	19	债务处理人—火焰镜像	Fatuus_Fire_01_Stage2DestGadget							Default_Item	
42303010	4001	3	债务处理人—残像跟随空物件	Fatuus_Fire_01_Stage2TriggerBullet	1						Default_Item	
42303011	4001	19	债务处理人—重生火焰镜像	Fatuus_Fire_01_Stage2Mirror		1					Default_Item	
42303012	4001	3	债务处理人-环绕子弹	Fatuus_Fire_01_Surrounding	1						Default_Item	
42304001	4001	3	遗迹守卫-激光	Defender_Laser	1	1					Default_Item	
42304002	1001	23	遗迹怪技能风场	Defender_AirflowField	1						Default_Item	
42304003	1001	23	遗迹猎者吹飞效果	Formathr_None_WindEffect	1						Default_Item	
42304004	4001	3	遗迹猎者追踪弹01	Formathr_None_ChaseBullet_01	1						Default_Item	
42304005	4001	3	遗迹猎者追踪弹02	Formathr_None_ChaseBullet_02	1						Default_Item	
42304006	4001	3	遗迹猎者强力弹	Formathr_None_Laser	1						Default_Item	
42304007	4001	3	遗迹猎者空中弹幕	Formathr_None_ClusterBulletToAir	1						Default_Item	
42304008	4001	3	遗迹猎者跟随自身攻击盒	Formathr_None_FollowHitBox1	1						Default_Item	
42304009	4001	3	债务处理人—跟随自身的子弹	Formathr_None_FollowHitBox2	1						Default_Item	
42304010	4001	3	债务处理人—跟随自身的子弹	Formathr_None_FollowHitBox3	1						Default_Item	
42304011	4001	3	遗迹猎者空中弹幕	Formathr_None_ClusterBulletToGround	1						Default_Item	
42304012	4001	3	遗迹猎者向下攻击子弹	Formathr_None_DiveBullet	1						Default_Item	
42304013	4001	19	遗迹猎者激光蓄力逻辑物件	Formathr_None_LaserCenter							Default_Item	
42304014	4001	3	遗迹守卫追踪目标点	Defender_None_ChaseTarget	1						Default_Item	
42304015	4001	3	遗迹守卫追踪弹	Defender_None_ChaseBullet	1						Default_Item	
42304016	4001	3	遗迹猎者普通弹	Formathr_None_NormalBullet	1						Default_Item	
42304017	4001	3	遗迹重机-激光子弹	Konungmathr_None_LaserBullet	1						Default_Item	
42304018	4001	3	遗迹重机-追踪傀儡gadget	Konungmathr_None_Laser_ChasingTarget	1						Default_Item	
42304019	4001	3	遗迹重机-大能量球	Konungmathr_None_EnergyBall_Big	1						Default_Item	
42304020	4001	3	遗迹重机-小能量球	Konungmathr_None_EnergyBall_Small	1						Default_Item	
42304021	4001	19	遗迹重机-能量球残留	Konungmathr_None_EnergyBall_Small_Land							Default_Item	
42304022	4001	19	遗迹重机-小能量球实际追踪位置1	Konungmathr_None_EnergyBall_Small_Follow_1	1						Default_Item	
42304023	4001	19	遗迹重机-小能量球实际追踪位置2	Konungmathr_None_EnergyBall_Small_Follow_2	1						Default_Item	
42304024	4001	19	遗迹重机-小能量球实际追踪位置3	Konungmathr_None_EnergyBall_Small_Follow_3	1						Default_Item	
42304025	4001	3	遗迹重机-高速扫射子弹	Konungmathr_None_LaserBullet	1						Default_Item	
42501001	4001	3	盗宝团投掷的飞刀	Thoarder_ThrowingKnife	1						Default_Item	
42501002	4001	3	盗宝团投掷的炸弹	Thoarder_Bomb	1						Default_Item	
42501003	4001	3	盗宝团投掷的燃烧弹	Thoarder_MolotovCocktail	1						Default_Item	
42501004	4001	3	盗宝团投掷的水袋	Thoarder_Bomb_Water_01	1						Default_Item	
42501005	4001	3	盗宝团投掷的冰元素药剂瓶	Thoarder_Bomb_Ice_01	1						Default_Item	
42501006	4001	3	盗宝团投掷的雷元素尘埃瓶	Thoarder_Bomb_Electric_01	1						Default_Item	
42501007	4001	3	盗宝团燃烧弹后效	Thoarder_Bomb_ElementalEffect_Fire	1						Default_Item	
42501008	4001	3	盗宝团水弹后效	Thoarder_Bomb_ElementalEffect_Water	1						Default_Item	
42501009	4001	3	盗宝团冰弹后效	Thoarder_Bomb_ElementalEffect_Ice	1						Default_Item	
42501010	4001	3	盗宝团雷弹后效	Thoarder_Bomb_ElementalEffect_Electric	1						Default_Item	
42503001	4001	3	盗宝团铲子产出的泥巴	Thoarder_Shovel_MuddyBullet	1						Default_Item	
42504001	4001	3	盗宝团投出的手斧	Thoarder_HatchetThrow	1						Default_Item	
42601001	4001	3	冰骗骗花-前方连射	Mimik_Ice_ForwardBullet	1						Default_Item	
42601002	4001	3	冰骗骗花-前方点射	Mimik_Ice_ForwardCannon	1						Default_Item	
42601003	4001	3	冰骗骗花-上方连射	Mimik_Ice_UpperMissile	1						Default_Item	
42601004	4001	3	冰骗骗花-上方点射	Mimik_Ice_UpperBomb	1						Default_Item	
42601005	4001	3	冰骗骗花-连射引导物	Mimik_Ice_ForwardShootTarget	1						Default_Item	
42601006	4001	3	骗骗花-地刺子弹	Mimik_Attack01_Bullet01	1						Default_Item	
42601007	4001	3	骗骗花-地刺子弹02	Mimik_Attack01_Thorn	1						Default_Item	
42601008	4001	3	火骗骗花-追踪鬼火	Mimik_Fire_WilloWisp	1						Default_Item	
42601009	4001	3	火骗骗花-火炸弹	Mimik_Fire_Bomb	1						Default_Item	
42602001	4001	19	急冻树-底座控制物件	Regisvine_PartControlTarget							Default_Item	
42602002	4001	19	急冻树-果实	Regisvine_FruitGadget	1						Default_Item	
42602003	4001	19	急冻树-核心	Regisvine_CoreGadget	1						Default_Item	
42602004	4001	3	急冻树-扫射子弹	Regisvine_RangedAttack01_Bullet	1						Default_Item	
42602005	4001	3	急冻树-小导弹	Regisvine_RangedAttack02_MinorMissile	1						Default_Item	
42602006	4001	3	急冻树-大导弹	Regisvine_MissileAttack_LargeMissile	1						Default_Item	
42602007	4001	3	急冻树-扫射子弹引导物件	Regisvine_RangedAttack01_Guide	1						Default_Item	
42602008	4001	3	急冻树-抛射炮弹	Regisvine_RangedAttack02_Bomb	1						Default_Item	
42602009	4001	3	急冻树-炮弹冰气	Regisvine_RangedAttack02_IceFog							Default_Item	
42602010	4001	3	急冻树-环绕冰气	Regisvine_MeleeAttack03_IceFog							Default_Item	
42602011	4001	3	急冻树-留在地面的炮弹	Regisvine_RangedAttack02_BombOnGround							Default_Item	
42602012	4001	3	急冻树-落地的冰晶	Regisvine_MissileAttack_OnGround							Default_Item	
42602013	4001	3	急冻树-扫射子弹引导物件左	Regisvine_RangedAttack01_GuideL	1						Default_Item	
42602014	4001	3	急冻树-扫射子弹引导物件右	Regisvine_RangedAttack01_GuideR	1						Default_Item	
42602015	4001	3	急冻树-扫射子弹引导物件右	Regisvine_BlizzardSpit_IceFog	1						Default_Item	
42602016	4001	3	急冻树-冰冲击波	Regisvine_Ice_IceWave	1						Default_Item	
42602017	4001	19	爆炎树-果实	Regisvine_Fire_FruitGadget	1						Default_Item	
42602018	4001	19	爆炎树-核心	Regisvine_Fire_CoreGadget	1						Default_Item	
